main_headline,classification
Front Page 5 -- No Title,7.0
Article 14 -- No Title,7.0
Norwegian Bark Sank with Two Men.,7.0
The Very Sharp Madamz.,7.0
Boy Hurt by Exploding Torpedo.,7.0
CLOSING OF POWERS TRIAL.; Col. T.C. Campbell Arraigns Kentucky for Its Many Murders.,1.0
Article 1 -- No Title,7.0
Englishmen After Seawanhaka. Cup.,7.0
"PRISONERS DASH FOR LIBERTY.; Three ""Trusties"" at Elmira Make Their Escape.",7.0
Clergyman Kills a Man.,7.0
Boston Bank Pays Clearing House.,7.0
Front Page 2 -- No Title,7.0
NEWS OF THE RAILROADS.; Outside Lines Complain of Central Passenger Association Methods.,2.0
Wordsworth and His Tea.,7.0
TOWNE TO FOLLOW ROOSEVELT.; Will Open His Campaign at Duluth Within Ten Days.,7.0
OUTING FOR THE CHILDREN.; Star in Company Will Aid Mr. Guggenheimer in the Work.,2.0
THE NEWS OF NEWPORT.,7.0
ISAIAH THOMAS AND HIS SUCCESS.,9.0
THE APPLETON REORGANIZATION.; Friends of the Old House Pleased with Mr. Cannon's Statement.,9.0
"The Rains of Erido 2,400 B.C.",7.0
Items from Boston.,7.0
CARNEGIE AFTER PIG IRON?; Company Said to be Seeking Plants and Control of the Market.,9.0
Bolivian Minister to Sail To-day.,7.0
MARKET CONDITIONS.,7.0
Severe Test for a Swimmer.,7.0
NEW THIRD RAIL LINE.; Unique System Between Albany and Hudson the Largest of Its Kind.,9.0
Front Page 10 -- No Title,7.0
Canoeists Break Camp.,7.0
Article 2 -- No Title,7.0
Front Page 11 -- No Title,7.0
Article 10 -- No Title,7.0
Railway and Cotton Men Agree.,7.0
License or Licence.,7.0
MAYOR VAN WYCK MUST ANSWER.; Messenger Sent After Him -- Commissioner May Be Appointed.,7.0
TO ENTER IN TEAM RACE; Fast Horses May Come Here from Philadelphia and Buffalo. SPEEDWAY AT LONG BRANCH Local Harness Horses Named to Start in the Grand Circuit Events at Readville.,2.0
Russian Troops in Korea.,7.0
Albany Surface Road Incorporated.,7.0
Love and Horse Breaking.,7.0
"IN THE REAL ESTATE FIELD; One Hundred and Seventh Street Flats Sold for $240,000 -- Other Dealings by Brokers and at Auction.",2.0
Topics of the Week.,7.0
OHIO REFORM PARTY TICKET.; Nominations Made by Direct Vote Announced Yesterday at Springfield.,4.0
"QUEEN'S VETERINARY DROWNED; Sir Henry Simpson's Dead Body Found at Datchet, Buckinghamshire.",2.0
Forest Fire in Yellowstone Park.,7.0
Front Page 4 -- No Title,7.0
The Frans Hals Fete in Haarlem.,4.0
Republicans and Sliver.,7.0
Iowa Republican Campaign.,7.0
BOSTON STOCK MARKET.,7.0
UNION DEMOCRATS IN HAVANA.; American Representatives Charged with Having Made Mistakes.,4.0
"THREW CHILD OVERBOARD; Father's Insane Act on an East River Pier. Little One Rescued by a Brave Watchman, Who Faced the Danger of a Menacing Tide.",6.0
"AT LAST! THE AUTHOR OF ""ELIZABETH AND HER GERMAN GARDEN.""",9.0
WOULD END WHISKY TRUST.; Two Stockholders File Suit in a New Jersey Court.,2.0
Petition for a Holiday.,7.0
THIRD COLUMN FROM TIEN-TSIN.,7.0
City Island Yacht News.,7.0
Racing at Saratoga.,7.0
ART AND ARTISTS.,7.0
INTERNATIONAL GOLF.; Third Annual Contests Between Canada and United States to Take Place on Quebec Links.,2.0
THE ENVOYS LIBERATED.,7.0
NEGRO FINDS WAY TO WEALTH.; Kansas City School Principal Charges Big Sums to Move Out of Select Neighborhoods.,7.0
Boston's Heavy Tax Rate.,7.0
"Mabel Bouton, the Actress, Committed.",7.0
IMPORTS OF DRY GOODS.,7.0
Incorporated in New Jersey.,7.0
ALLIED TROOPS ARE IN PEKING; Enter City from the East and Surround Legations. THE EMPRESS A FUGITIVE She and Tuan Said to Have Fled to Hsian-Foo. Japanese Report Says Chinese Resisted at Peking Obstinately -- British Troops to Land at Shang- hai To-day.,7.0
Article 8 -- No Title,7.0
POWERS' TASK NOT ENDED.,7.0
Electric Wire Shocked Boy to Death.,7.0
GOLF TOURNEY REACHES FINALS.; Shinnecock Women's Championship Lies Between Miss Clark and Mrs. Brown.,2.0
The Seventieth Indiana.,10.0
Mark Twain's Debut.,7.0
RELIGIOUS NEWS AND VIEWS; The Archdiocese of New York to be Again Divided. Bishop Farley May Be Incumbent of New Diocese and Bishop of Brooklyn Coadjutor Archbishop.,2.0
HO-YOW ON THE OUTBREAK.; Consul General at San Francisco Opposed to Missionaries.,7.0
PROMISE OF PARTY GAINS.; Senator Hanna Receives Reports from the West -- He Will Speak at Noonday Meetings.,7.0
Famous Writers on Paris.,10.0
BULLION AND MINING.,7.0
Front Page 1 -- No Title,7.0
Von Waldersee Dines with Kaiser.,7.0
DEVERY'S REPLY TO WILLIAMS.; Says the Attack Upon Him Is False -- Assails His Accuser.,2.0
APPEAL OF AMERICANS.; Resolution Calling for Determined Action Passed at Meeting at Shanghai on July 13.,4.0
Kipling and Matthew Lyon.,7.0
Charles Astor Bristed's Uncle.,7.0
Roumania and Bulgaria at Odds.,7.0
"TENNIS CHAMPIONS MEET; English Experts Finally Disposed of on Newport Courts. WRENN'S GAME AGAINST GORE The Championship of America Now Lies Between Wrenn, Larned, and Whitman, the Present Holder.",6.0
MINING WAR IN SONORA.; Troops Ordered Out to Enforce an Order of the Court.,1.0
Iowa Congratulates Conger.,7.0
Georgia Negro Beaten and Shot.,7.0
LENOX.,7.0
Following a Wounded Tiger.,7.0
CHICAGO QUOTATIONS.,7.0
CAMPAIGN ISSUES.; MR. BRYAN'S ANTI-IMPERIALISM.,7.0
MGR. CHAPELLE'S REPORT.; Will Be Submitted in November -- Favor Philippine Friars.,1.0
DISAGREES WITH THE TIMES.,7.0
PROF. STARR ON SHIRTWAISTS.; He Anathematizes the New Fad Which He Says Was Born in Degeneracy.,7.0
Golf Dates Conflict.,7.0
THE SCHOONER PICTON'S FATE.; Alleged Note from Her Captain Found in a Bottle.,7.0
A MEMORABLE CRUISE.; New York Yacht Club's Fifty-fifth Annual Outing Successful.,9.0
AMERICAN POLICY UNDECIDED.; Administration Waiting to Hear from Conger and Chaffee Before Making Any Move.,7.0
BRYAN GAINS A SUPPORTER.; President of Wells-Fargo Express Company Becomes a Democrat.,7.0
CRITICISES MR. McKINLEY.,7.0
A Good Word for Oleomargarine.,7.0
Front Page 3 -- No Title,7.0
Germany's Industrial Advance.,7.0
Russian Horses.,7.0
THE FRENCH-CANADIAN OF TO-DAY,10.0
Front Page 7 -- No Title,7.0
SHOOTING AT CREEDMOOR.; Scores Made at the Ranges by National Guard Officers.,4.0
NEW TRANSCONTINENTAL TRAIN.; May Be Run from Chicago to San Francisco Via Kansas City.,7.0
NEGROES LYNCH A NEGRO.,7.0
AMERICANS IN ENGLAND.,7.0
IN HONOR OF FRANCIS JOSEPH.; Austrians and Hungarians Celebrate the Emperor-King's Birthday.,1.0
TROTTERS AND PACERS.,7.0
Front Page 5 -- No Title,7.0
"CHICAGO'S NEW COLISEUM.; Building 300 by 180, with 10,000 Seating Capacity, Will Be Dedicated Grand Army Week.",4.0
THE UNITED SERVICE.,7.0
SOUTH AFRICAN CONDITIONS.; Future of Cape and Natal Harbors and Railways -- Dutch Merchants Plan Trade Restrictions.,1.0
Some Happenings in Good Society,7.0
Cycle Clubs Shy at This Race.,7.0
ROBERT MANTELL MARRIED.; Actor Wedded Marie Booth Russell Last May.,1.0
CORDUA ADMITS HIS GUILT.; Confesses He Was Implicated in Plot to Kidnap Lord Roberts.,7.0
"CAR RUNS DOWN A DOCTOR; He Loses Both Legs, but Is Conscious and Directs Rescuers. In the Hospital, Where the Last Amputation Occurs, He Advises Fellow-Physicians.",1.0
How to Clean Oil Paintings.,7.0
The New Treaties with Spain.,7.0
PROPERTY OWNERS IN THE BRONX,4.0
NOT HELD AS AN ANARCHIST; Moresca Detained Because He Is an ex-Convict. Guide Obtains Counsel and Will Try to Land -- His Brother a New York Fruit Dealer.,1.0
The Shepherds.,7.0
Gen. Otis Addresses Veterans.,7.0
We Stand Corrected.,7.0
Boy Lives a Year with Broken Back.,7.0
GEORGIA'S RACE WAR ENDED.; Sheriff Notifies Governor No Longer Any Need of Troops.,1.0
Sniping.,7.0
HOSPITAL PHYSICIANS QUARREL.; Assistant House Surgeon in Jersey City Accused of Discourtesy to Patients.,1.0
PUBLIC BUILDINGS IN HAWAII.; Seizure of Courtroom Raises the Question of Ownership.,1.0
The Motive of Oriental Massacre.,7.0
Cuban Teachers See Washington.,7.0
THE NEWS OF NEWPORT.,7.0
FRENCH SUCCESS IN AFRICA.; Gen. Serviere Now Holds Three Groups of Saharan Oases.,1.0
KAISER'S GIFT TO WALDERSEE.,7.0
FIRST DETAILS OF CAPTURE OF PEKING; Japanese Commander Says Wall Was Obstinately Held. OTHER NEWS CONTRADICTORY One Account Says Allies Were Welcorned by Prince Ching -- British Force Lands at Shanghai.,7.0
Front Page 8 -- No Title,7.0
GERMANS WANT SEVERE ACTION.,7.0
OLD MURDER MYSTERY SOLVED ?; Manchester (N.H.) Mirror Clears Up the Parker Case of 55 Years Ago.,1.0
Customs on Chinese Railways.,7.0
Women Help to Save Maine Village.,7.0
AUSTRALIAN FEDERATION.; Jealousies Displayed by the Colonies -- Growth of the Martial Spirit Throughout the Country.,1.0
"Old Madonna Sold for u4,000.",7.0
"CELESTIAL AND THE DOCTOR.; Chinaman with ""Velly Slick Footee"" Cured by Jig Dancing and Faith at Bellevue.",1.0
THE CAPTURE OF PEKING.,7.0
"HAVANA STREET CAR LINES; The Trolley Is Long Coming, but Will Be There in Time. Preparations for Its Introduction and Difficulties in the Way -- The End of the Coches and Guaguas.",5.0
THE TREATMENT OF THE NEGROES.,7.0
Imports of Merchandise.,7.0
PHILADELPHIA PRICES.,7.0
NEW ARMOR PLATE COMBINE.; Reported that Midvale Company Has Come to an Understanding with Bethiehem and Carnegie.,1.0
Mob Kills Georgia Negro.,7.0
An Experiment with Mosquitoes.,7.0
GEN. GREENE AND THE CANALS.,7.0
Peruvian Minister Received.,7.0
"A GHOST OUT OF REPAIR.; Lost Its Voice and Then Betrayed the Cabin Boy -- A Naughty Nautical ""Kid.""",2.0
MR. GROSVENOR RETURNS; Explains Sentiment Abroad Regarding Mr. Bryan's Election. Declares Free Silver Peril Is Not Far Removed -- His View of the Candidate's Purposes.,9.0
"IN THE GERMAN CAPITAL; Career of Liebknecht, the Dead Socialist Leader. THE COMING TARIFF BILL Customs Measure Said to be Ultra-Protectionist -- Berlin's Pleasure Over Count von Waldersee's Selection.",10.0
QUESTIONS OUR ORTHODOXY.,7.0
RACING AT SARATOGA.; One Broken Collarbone as a Result of the Steeplechase.,1.0
N0 TRUCE IN THE HILL-CROKER FIGHT; Tammany Reconciliation Might Be Fatal to ex-Senator. WARNED BY STATE LEADERS Trans-Harlem Democrats Bitter Against Richard Croker -- Hugh McLaughlin's Attitude.,4.0
"LARGE HEADS, LARGE HATS.; Cranial Characteristics of a Few Well-Known New Yorkers -- No. 8's Are Not Uncommon.",2.0
New Orleans's Civil Service Fight.,7.0
The Tenacity of Superstition.,7.0
Burglars Take Silverware.,7.0
District Convention Indorses Coler.,7.0
HOBOKEN ROWING REGATTA.; Shell and Cutter Crews Vie with Each Other on the Guttenberg Course.,9.0
Rose Culture.,7.0
A NEW YACHT STATION; New York Yacht Club Has Offered to Buy Indian Point. ADVANTAGES OF THE LOCALITY Natural Beauty Abounds and Excellent Anchorages Afford Accommodations for a Large Fleet.,1.0
Many Entries for State Fair.,7.0
Bryan Works on His Topeka Speech.,7.0
Suicide May Be an American.,7.0
"WOMAN KILLED LEAVING CAR.; Skull Broken, She Does Not Live to ' Reach Hospital.",1.0
Eloped with His Wife's Sister.,7.0
The Galapagos Islands.,7.0
PARIS OFFICIAL AWARDS.; President Loubet Presides at the Ceremony and Has an Adventure.,1.0
GOLF AT SHINNECOCK.; C.D. Barnes Made the Best Gross Score in the Weekly Handicap.,1.0
COMMISSIONER DALTON ON FILTRATION.,10.0
HER FIANCE STOPS RUNAWAY.; Miss Blake's Horse Scared by William Rockefeller's Motor Vehicle.,7.0
CHINESE TROOPS DEMORALIZED.,7.0
BULLION AND MINING.,7.0
"MONEY IN HUCKLEBERRIES.; Pennsylvania Miners' Families Clear Up $250,000 a Year -- Dogs Guard Them from Snakes.",6.0
Handicap Shoot for Cup.,7.0
Point Judith Polo Team Won.,7.0
RAILWAY MEN NOT SWINDLED.,7.0
Acceptable Hint in Canada.,7.0
Thaddeus Stevens.,7.0
TALK OF REWARD FOR CHAFFEE.,7.0
Front Page 2 -- No Title,7.0
OFFICIAL SUMMER CLOTHING.,7.0
CHINA AND JAPAN.,4.0
Can Cure Texas Fever in Cattle.,7.0
Montreal Paper Company Fails.,7.0
GENERAL NOTES.,7.0
Colombian Rebels Surrendering.,7.0
"""The Gintleman That Pays the Rint.""",7.0
HOLIDAY ON LONDON EXCHANGE.,7.0
CRITICISES MR. PECK.; Pennsylvania's Representative's Impression of the Paris Exposition.,1.0
ASBURY PARK.,7.0
"DRAINING BASHAS KILL SWAMP.; Engineers to Reclaim 3,000 Acres of Pasture Land.",1.0
PRISON CELL FOR POWERS; Jury Finds Him Guilty of Participating in Goebel's Murder. Fixes Punishment at Imprisonment for Life -- Attorneys Will Make Every Effort to Reverse Verdict.,4.0
SENATOR THURSTON'S VIEWS.; Says Full Indemnity Must Be Demanded -- Praises President's Policy.,1.0
CRACK ATHLETES AT BOSTON.; Prinstein and Grant Fail to Qualify in Games at Charles River Park.,1.0
Countess Schimmelmann Going Home.,7.0
"RAINBOW LED SEVENTIES; Unlike Previous Race the Yacht Not Beaten on Time Allowance. VIRGINIA FINISHED SECOND Wind Was Light During First Part of the Race, but Freshened Before Last Leg Was Sailed.",1.0
Harness Racing Results.,7.0
Front Page 10 -- No Title,7.0
More Hard Words for Missionaries.,7.0
Article 4 -- No Title,7.0
DEMANDS OF LABOR MEN.; The Social Progress League Offers Support to Candidates Who Will Make Certain Pledges.,9.0
NATIONAL GUARD NOTES.,7.0
"SENATOR SCOTT PLEASED.; Rescue of Envoys Due to the President's Policy, He Says.",7.0
The Kriegerbund Convention.,7.0
Features of Some Seasonable Sports.,7.0
"London ""Tuckshop"" Brings u.24,000.",7.0
MISSIONARIES' NARROW ESCAPE.,7.0
Trotters Race in Private.,7.0
WEALTHY COUPLE SECRETLY WED; Miss Maomi Voice Married to Edward Balentine July 19.,1.0
"DESCENT INTO A CAISSON; New York Times Reporter Makes Practical Observations. EFFECT OF COMPRESSED AIR Experience as a Sand Hog, Many Feet Under Ground, at Broad Street and Exchange Place.",10.0
Chicagoan Fined in Queenstown.,7.0
NEWPORT.,7.0
KILLED BY FAST TRAIN.; Fatal Accident to a Grocer's Assistant in Riverdale.,1.0
DEMOCRATS WON'T BE FOOLED.; Washington Committeemen Call Republican Cry About Danger of Losing the House a Hoax.,7.0
PROFITS UNDER GLASS.,8.0
Acetylene and Gasoline Men at War.,7.0
"S.H. WILLIAMSON'S SON ASSIGNS.; An Old Fancy Groceries Mouse Fails -- Liabilities, $10,000; Assets, $20,000.",1.0
John Wanamaker and His Pushcart.,7.0
RUSSIANS TAKE HAI-CHENG.,7.0
New Yorker Stricken at New Haven.,7.0
"CHESS PRIZES AWARDED.; Pillsbury and Schlechter, After Another Draw, Agree to Divide.",9.0
MR. SHEPARD CRITICISED.,7.0
"BRONX BOTANICAL GARDEN; Greenhouses Filled with Collection of Rich Tropical Plants. GENEROUS GIFTS RECEIVED Valuable Trees, Flowers, and Ferns Nourished in Northern Climate -- A Stream and a Tiny Pond.",5.0
IN THE REAL ESTATE FIELD; An Unusual Dullness Shown by the Official Records. BULK OF BUSINESS IN TRADES Latest Sales by Brokers -- Only Ten Foreclosures at Auction -- This Week's List of Offerings.,1.0
The Robbers of the Tnames.,7.0
Article 2 -- No Title,7.0
SHAH AGAIN ATTACKED?; Paris Papers Say a Second Attempt on the Life of Persian Ruler Was Made at Ostend.,7.0
CHANCES FOR AMERICANS.; Consul Halstead Says Britons Are Ready to Take Kindly to Ice Cream Soda.,7.0
Ohio Hotels in Receivers' Hands.,7.0
WHAT PARIS THINKS ABOUT; The Shah of Persia Contrasted with His Father. FRENCH ANARCHIST VIEWS Curiosity as to Policy of Italy's New King -- Ravages of Yellow Fever in French Senegal.,1.0
HEAT AND DROUGHT IN BALTIMORE; Both Combined Have Brought on a Typhoid Fever Epidemic.,7.0
THE NEGRO RIOT.; CONDUCT OF THE POLICE.,7.0
"SEES HIS BROTHER DROWN.; Himself Unable to Swim, He Appeals in Vain to Bystanders.",1.0
LONG BRANCH.,7.0
Quarantine Against Tampa Raised.,7.0
Mr. Cleveland's Double Dead.,7.0
NARRAGANSETT PIER.,7.0
NATIONAL LEAGUE BASEBALL.; Hawley Pitched Well for New Yorks and They Won Easily.,1.0
NEWS OF THE RAILROADS.; American Promoters in London.,7.0
Ten Eyck and Vail to Row.,7.0
GOLD STANDARD IN COSTA RICA.; Introduced on July 16 -- Silver Legal Tender Only Up to $10.,4.0
NEW COALING STATION IN MAINE.; Bids for the Work at East Lamoine to be Opened on Tuesday.,7.0
"Indiana Treasurer Short $165,000.",7.0
ACCIDENT AT PARIS FAIR.; Thirty Persons Injured by a Fall in the Exposition Grounds.,7.0
Raised Bills in a Tramp's Outfit.,7.0
A POLITICAL DANGER.,7.0
Article 1 -- No Title,7.0
CUBANS SEE THE PRESIDENT.; Call to Discuss Independence and Go Away Satisfied.,1.0
LONDON TOPICS OF THE WEEK; Hazardous Role Played by Britain as a Military Power. UNCEASING DRAIN OF MEN The Shanghai Affair Injurious to British Prestige in Europe. Diplomatic Qualities That the Chinese Troubles Call Forth -- Rescue of the Envoys Not the End -- The Zionist Movement Criticised.,10.0
"JUSTICE SMYTH IS DEAD; Succumbed to Pneumonia After a Period of Ill-Health. His Career as Assistant United States District Attorney, Recorder, and Supreme Court Justice.",9.0
Obituary 1 -- No Title,7.0
Setback for the Ice Trust.,7.0
"Lions in the Biera Country, South Africa.",7.0
Golf for Seabright Championship.,7.0
THE REAL DEMOCRACY.,10.0
OUTSIDE SECURITIES.,7.0
"""THE WORLD'S DEMOCRACY.""",7.0
ACTOR FOLK SEEKING WORK.; Dramatic Agencies Crowded and Many Disappointments Met at This Season.,2.0
Article 5 -- No Title,7.0
CLERK'S ATTEMPT AT SUICIDE.,7.0
The Paris Fair as an American Sees It.,7.0
Steel Workers Laid Off.,7.0
"ENDEAVORERS ARE HOME; First of Crawford & Floyd's Stranded Tourists Arrive. CRITICISM OF THE AGENCY Many Other Groups, Large and Small, Still Scattered Through Europe -- Hoboken Fire One Cause.",9.0
In Continental Centres.,7.0
Swallows Part of Her Teeth.,7.0
THREE MINERS IMPRISONED.; Have Probably Been Suffocated by Fire in Pennsylvania Colliery.,1.0
CHAMPION WOMEN GOLFERS; Entries for the National Tournament Will Close This Week. PREPARATIONS AT SHINNECOCK Miss Hoyt and Miss Hecker Are Rival Favorites -- Mrs. Manice a Dark Horse -- Grand Golf Expected.,2.0
AN UNSAFE POLICY.,4.0
BAR HARBOR.,4.0
THE ISSUE OF THE CAMPAIGN.,7.0
DESTITUTE PARTY IN PARIS.; More of the Tourists Reach There -- Mr. Crawford's Plight.,1.0
"DIONE CLIMBED THE LADDER.; She Won $10 and When Offered a Husband, Said She Preferred a White Flannel Waist.",7.0
How They Eat in the Val d'Or.,7.0
A Sermon in a Mining Camp.,7.0
ROBERTS TO BE RECALLED.; Will Go Home from South Africa to Succeed Wolseley.,7.0
ON THE LOCAL CREASES; Paterson Meets First Loss in Cricket Championship. Kings County Club the Opponents and the Team Wins a Victory by Twenty Runs -- Other Contests.,2.0
A LITTLE GAME OF DIPLOMACY ?,7.0
Front Page 1 -- No Title,7.0
DR. ROGERS FOR BRYAN.; Educator Declares Gold Democrats Are Anti-Imperialists.,7.0
Maine Cotton Mills Shut Down.,7.0
A Narrow Escape from the Chinese.,7.0
Ex-Gov. Moses Again In Trouble.,7.0
Cubans Ask America to Explain.,7.0
THE POLICE AND THE RIOT.,7.0
Kansas City Firemen Disqualified.,7.0
MR. HUNTINGTON'S ESTATE; Family's Arrangements for the Probating of the Will. Public Will Receive No Information Till This Is Done -- Movements of H.E. Huntington.,9.0
Front Page 4 -- No Title,7.0
THE FINANCIAL SITUATION,7.0
"Expenditures of St. Martin-in-the-Fields, 1547.",1.0
Bicycle Racer Temporarily Insane.,7.0
MONTCLAIR WON EASILY; Jersey Baseball Team Played a Sharp Game Against N.Y.A.C. NEARLY SCORED A SHUT-OUT Game Marked by Three Clever Catches -- Harrison's Pitching Bothered the Visiting Nine.,1.0
BAR HARBOR'S SOCIAL SEASON.,7.0
THE BANK STATEMENT.,7.0
"SMITH'S FRIENDS PREVAIL; Present in Force at Gloucester Command Meeting. Suspended Members Attempt to Enter, but Are Compelled to Retire -- Plans for Revenge.",1.0
MR. LEDERER RETURNS.; Says He Has No Fear of Being Ousted from Casino.,1.0
Front Page 9 -- No Title,7.0
BANK OF ENGLAND'S RESERVE.,7.0
Incorporated in Delaware.,7.0
THE LISTER DIVORCE CASE.; Wife's Allegation of Extreme Cruelty Denied by Husband.,7.0
Sandwiches for Marching Veterans.,7.0
OCEAN GROVE.,7.0
NEGRO VOTERS TERRORIZED.; Congressman Fears Republicans May Lose Three North Carolina Districts.,7.0
Movements of Naval Vessels.,7.0
"VERMONT DEMOCRATS HOPEFUL.; Expect that They Will Poll at Least 20,000 Votes.",4.0
"TWO PAST THE CENTURY MARK.; Middlesex County, N.J., Has One Person 128 Years Old, Another 104.",9.0
ROB HOUSE AND SET IT ON FIRE.; Two Young Men Ransack the Betz Residence in Harlem.,1.0
"AMATEUR SWIMMERS RACE; Atlantic Yacht Club's Novel Entertainment in Sheepshead Bay. SCHAEFFER'S GREAT RACE Starting from Scratch, the N.Y.A.C. Swimmer Led Easily and Won by Fully Forty Yards.",9.0
TREATY WITH GREAT BRITAIN.; It Affects the Property Rights of Citizens Who Die Abroad.,1.0
"PITTSBURG, 8; BROOKLYN, 4.",7.0
"VIEW OF ""THE MAN WITH THE HOE.""",7.0
Editor Charles A. Doe Buried.,7.0
BOYS POUND EACH OTHER; Prizefights Back of a Pearl Street Saloon. The Duane Social Athletic Club Gives Boxing Matches Alongside the Oak Street Police Station.,2.0
JULY 4 AT ZAMBOANGA.; Natives Took Part in the Celebration with Enthusiasm -- American and Filipino Sports.,2.0
HOLDS AGAINST CONTRACTORS.; Treasury Official Says Work Must Be Finished in Specified Time.,1.0
"Use of ""Esquire"" in England.",7.0
The Curative Effect of Chemical Rays.,7.0
SENATOR BUTLERS SUCCESSOR; Coming Election in North Carolina to be Closely Contested.,4.0
An Acting Minister Wounded.,7.0
Lake Blockade Lifted.,7.0
Milk and Tobacco.,7.0
An Overworked Expression.,7.0
Burglar Chase in Stamford.,7.0
Cyclone Humor.,7.0
THE SHANGHAI DISPUTE.; British Troops Landed and a French Force to Go Ashore.,7.0
GOSSIP OF ST. PETERSBURG; Asiatic Plague Has Spread to Russian Territory. KING ALEXANDER'S MARRIAGE Russian Influence Will Now Predominate in Servia -- A Wonderful New Electric Railway System.,1.0
ENGLAND'S WANING TRADE; Warning Sounded at Congress of Chambers of Commerce. OPPOSITION TO FREE TRADE Many Authorities Urge that It Has Given the United States and Germany Too Much Headway.,6.0
The Suspicious Boer.,7.0
"WESTBROOK VISITS OLD HOME.; Tries to Raise Money to Pay Surety Company $2,500.",7.0
POLICEMAN McNALLY DEAD.; Was Seventy Years Old and Had Been on the Force Since 1882.,1.0
MAYBRICK CASE UP AGAIN.; Ambassador Choate Will Renew Efforts to Release Prisoner.,1.0
Article 3 -- No Title,7.0
Moscow.,7.0
Forty Millions of Children.,7.0
National Starch Company Organized.,7.0
Obituary 2 -- No Title,7.0
FRANCE AND HER OLD ENEMY.,7.0
Democrat Out for McKinley.,7.0
AN UNDERTAKER ACCUSED; Charged with Obtaining a Body by a Trick. A MAZET COMMITTEE WITNESS James P. Marren Alleged to Have Made Misrepresentations Also in Obtaining Mail -- His Denials.,1.0
"THE GREATER CITY'S POPULATION, 3,437,202; New York the Second Metropolis in the World. IT IS SECOND ONLY TO LONDON Queens Shows the Largest Percentage of Increase Among the Boroughs -- Manhattan's Gain 37.90 Per Cent.",5.0
ELEVATED ROAD EXTENSION.,7.0
DESERTER SENT TO PRISON.; Court-Martial Gives Soldier in the Philippines Forty Years.,1.0
The Cost of Indian Wars.,7.0
AMERICA GETS NEWS FIRST.,7.0
A Kind-Hearted Lady.,7.0
BANK STATEMENT.,10.0
"GIFT TO HEBREW UNION COLLEGE.; I.B. Kleinert Sends $7,000 in Honor of the Memory of Dr. Isaac M. Wise.",7.0
OPPORTUNITY NEEDED.,7.0
Big Judgment for Commissions.,7.0
BOSTON STOCK MARKET.,7.0
FOR A NEW SUPPLY BASE.,7.0
THE ARCHBISHOP RETURNS; Mgr. Corrigan Welcomed by the Clergy and Laity. His Report to the Pope of the Condition of the Church Here.,9.0
Need of a National Conservatory,10.0
"PARKER'S ROMANCE; Kept Him for Twenty-five ars from the Girl He Loved. Man of Warsman Returned to Find Her Married to Another, and Sought Naval Home, Where He Recently Died.",1.0
MURDER IN CINCINNATI.,4.0
Two Carloads of Mail Damaged.,7.0
STOCKBRIDGE.,7.0
PATIENT SHOOTS AT KEEPER.; Matteawan Man Committed to Hospital Escapes from Custody.,7.0
DEATH LIST OF A DAY.; David Mitchell.,1.0
"""TOM"" M'MANUS A WRECK; Well Known as an Excellent Artist's Model. In Last Stages of Consumption Without Money or Friends -- Wife and Children Died of Diphtheria.",1.0
A BROOKLYN MAN'S COMPLAINT.,7.0
Wyoming Miner Owner Killed.,7.0
PORTO RICAN FUGITIVE CAUGHT.; Embezzler Confesses at Havre and Consents to Extradition.,7.0
Cape Nome Beach.,7.0
"MISS MEYERS MARRIED ABROAD; Arrives Home with Her Husband, Lieut. Hicks of the English Army.",1.0
Illiterate Whites and the Cotton Mills.,7.0
Col. Hore's Loss at Eland's River.,7.0
EX-PRESIDENT PALACIO DEAD.; During His Dictatorship Venezuela Passed Through Many Vicissitudes.,1.0
MUST SCHOOL THEIR JUMPERS.; Steeplechase Officials After Negligent Owners of Cross-Country Horses.,9.0
How China May Be Improved.,7.0
NOTES OF INSURANCE INTERESTS.,7.0
Verdict Shocks Powers's Friends.,7.0
DROWNED IN A MILLPOND.; Student Called for Help and His Friends Thought He Was Joking.,1.0
SLOAN TO RIDE IN FUTURITY.; Noted American Jockey Returned from England Yesterday for Saturday's Race.,1.0
TO WATCH CHINESE WARSHIPS.,7.0
Judge Herrick's Attitude.,7.0
HIS FAVORITE PAPER.,7.0
Golf Match at Deal.,7.0
Front Page 6 -- No Title,7.0
"Blackburn Says, ""Thank God for That.""",7.0
OUTING FOR BOYS' CLUB; Will Engage in Athletic Contests on Labor Day. FIELD IS AT PLUM ISLAND An Expert Tells How East Side Youngsters Are Regenerated -- The Recruit and the Bath.,10.0
"$800,000 FIRE IN INDIANA.; Largest Axe Factory in the World Destroyed by Conflagration.",5.0
ANOTHER HYDROPHOBIA VICTIM.; Mrs. Strathie's Death Follows that of Her Son from the Same Malady.,5.0
Obituary 1 -- No Title,9.0
QUEEN VICTORIA'S SORROWS.; Long List of the Bereavements of Her Eventful Life.,5.0
WIFE BUILDING THE HOME.; While Her Husband Is at Work She Turns Carpenter and Builder.,5.0
STILL FIGHTING IN PEKING.; Remey Says He Hears Empress Is in the City -- Chaffee Reports Entry of Allies Into the Capital.,7.0
OF BELGIAN HARES.,7.0
Italy's Iron Crown.,7.0
He Barred Shirtwaist Men.,7.0
CYCLE ON MICHIGAN LAKE.; Trial of New Machine Invented by O.S. Winequist.,5.0
MISS HAY AN AUTHOR.; Daughter of Secretary of State to Publish New Book for Children.,5.0
English Officers Are Killed; English Privates Die with Sickness.,5.0
